channel,spend_dkk,predicted_contribution_dkk
social_retargeting,23186.05027787879,233858.05837070217
social_retargeting,25504.655305666667,285260.10038223176
social_retargeting,27823.26033345455,341094.08975039626
social_retargeting,30141.865361242428,401010.32189981337
social_retargeting,32460.470389030306,464627.75640949863
social_retargeting,34779.07541681818,531542.8262967864
social_retargeting,37097.68044460606,601337.9543174534
social_retargeting,39416.285472393945,673589.5776796874
social_retargeting,41734.89050018182,747875.5083552554
social_retargeting,44053.4955279697,823781.4931948874
social_retargeting,46372.10055575758,900906.8805039922
social_retargeting,48690.70558354546,978869.3430048837
social_retargeting,51009.310611333334,1057308.6477099296
social_retargeting,53327.91563912122,1135889.4987190014
social_retargeting,55646.5206669091,1214303.5078675959
social_retargeting,57965.12569469697,1292270.3698657465
social_retargeting,60283.730722484856,1369538.333140538
social_retargeting,62602.33575027273,1445884.0655889781
social_retargeting,64920.94077806061,1521112.0167552773
social_retargeting,67239.5458058485,1595053.375633215
social_retargeting,69558.15083363636,1667564.7174724638
social_retargeting,71876.75586142424,1738526.4247001635
social_retargeting,74195.36088921213,1807840.9573047135
social_retargeting,76513.96591700001,1875431.0375671086
social_retargeting,78832.57094478789,1941237.8035022274
social_retargeting,81151.17597257576,2005218.9752645907
social_retargeting,83469.78100036364,2067347.0694107665
social_retargeting,85788.38602815152,2127607.6874996074
social_retargeting,88106.9910559394,2185997.89815597
social_retargeting,90425.59608372727,2242524.725449142
social_retargeting,92744.20111151515,2297203.751212366
social_retargeting,95062.80613930304,2350057.8346840637
social_retargeting,97381.41116709092,2401115.9494904527
social_retargeting,99700.0161948788,2450412.135406833
social_retargeting,102018.62122266667,2497984.5604215544
social_retargeting,104337.22625045455,2543874.6872760244
social_retargeting,106655.83127824243,2588126.5377669516
social_retargeting,108974.43630603031,2630786.0475835656
social_retargeting,111293.0413338182,2671900.504233888
social_retargeting,113611.64636160606,2711518.0606223578
social_retargeting,115930.25138939395,2749687.3170187813
social_retargeting,118248.85641718183,2786456.964458311
social_retargeting,120567.46144496971,2821875.48299519
social_retargeting,122886.06647275758,2855990.888668536
social_retargeting,125204.67150054546,2888850.5235022246
social_retargeting,127523.27652833334,2920500.883334412
social_retargeting,129841.88155612123,2950987.478741482
social_retargeting,132160.4865839091,2980354.724776152
social_retargeting,134479.091611697,3008645.8556730626
social_retargeting,136797.69663948487,3035902.861082869
social_retargeting,139116.30166727272,3062166.4407748827
social_retargeting,141434.9066950606,3087475.9750974816
social_retargeting,143753.5117228485,3111869.508804621
social_retargeting,146072.11675063637,3135383.7461464237
social_retargeting,148390.72177842425,3158054.055383223
social_retargeting,150709.32680621214,3179914.481117088
social_retargeting,153027.93183400002,3200997.763044507
social_retargeting,155346.5368617879,3221335.359920484
social_retargeting,157665.14188957578,3240957.477689704
social_retargeting,159983.74691736363,3259893.1008864976
social_retargeting,162302.35194515152,3278170.0265340316
social_retargeting,164620.9569729394,3295814.899886053
social_retargeting,166939.56200072728,3312853.2514534416
social_retargeting,169258.16702851516,3329309.5348440986
social_retargeting,171576.77205630305,3345207.1650198866
social_retargeting,173895.37708409093,3360568.55663958
social_retargeting,176213.9821118788,3375415.1622133143
social_retargeting,178532.5871396667,3389767.509842856
social_retargeting,180851.19216745454,3403645.240364046
social_retargeting,183169.79719524243,3417067.1437439295
social_retargeting,185488.4022230303,3430051.1946159774
social_retargeting,187807.0072508182,3442614.5868632467
social_retargeting,190125.61227860607,3454773.767181766
social_retargeting,192444.21730639396,3466544.46757545
social_retargeting,194762.82233418184,3477941.7367499205
social_retargeting,197081.42736196972,3488979.970386061
social_retargeting,199400.0323897576,3499672.940285392
social_retargeting,201718.63741754545,3510033.8223886713
social_retargeting,204037.24244533334,3520075.223676788
social_retargeting,206355.84747312122,3529809.2079692883
social_retargeting,208674.4525009091,3539247.3206408904
social_retargeting,210993.05752869698,3548400.6122803553
social_retargeting,213311.66255648487,3557279.661319186
social_retargeting,215630.26758427275,3565894.595660004
social_retargeting,217948.87261206063,3574255.113336161
social_retargeting,220267.4776398485,3582370.5022353656
social_retargeting,222586.0826676364,3590249.658920817
social_retargeting,224904.68769542425,3597901.1065837317
social_retargeting,227223.29272321213,3605333.0121612037
social_retargeting,229541.897751,3612553.2026531314
search_brand,0,0
search_brand,2251.452272727273,11.062753218044087
search_brand,4502.904545454546,49.34197790905316
search_brand,6754.356818181819,118.29232281602603
search_brand,9005.809090909092,219.92002404749985
search_brand,11257.261363636364,355.65180935465474
search_brand,13508.713636363638,526.5695492742949
search_brand,15760.16590909091,733.5136137082707
search_brand,18011.618181818183,977.1381653965523
search_brand,20263.070454545457,1257.9443773479243
search_brand,22514.522727272728,1576.3020642657198
search_brand,24765.975000000002,1932.4646737644543
search_brand,27017.427272727276,2326.5802311442335
search_brand,29268.879545454547,2758.69970840014
search_brand,31520.33181818182,3228.783702470495
search_brand,33771.784090909096,3736.707980556042
search_brand,36023.236363636366,4282.268257126397
search_brand,38274.68863636364,4865.184447736064
search_brand,40526.140909090915,5485.104567925951
search_brand,42777.593181818185,6141.608394377306
search_brand,45029.045454545456,6834.2109704870545
search_brand,47280.497727272734,7562.366013951821
search_brand,49531.950000000004,8325.469266299016
search_brand,51783.402272727275,9122.861811393665
search_brand,54034.85454545455,9953.83338036008
search_brand,56286.30681818182,10817.62565315061
search_brand,58537.759090909094,11713.435561533566
search_brand,60789.211363636365,12640.418594121784
search_brand,63040.66363636364,13597.692100913637
search_brand,65292.11590909091,14584.338592448272
search_brand,67543.56818181819,15599.409026924835
search_brand,69795.02045454546,16641.926077380474
search_brand,72046.47272727273,17710.887370171913
search_brand,74297.925,18805.26868548836
search_brand,76549.37727272727,19924.027110382754
search_brand,78800.82954545454,21066.104134796544
search_brand,81052.28181818183,22230.428681232395
search_brand,83303.7340909091,23415.920059065964
search_brand,85555.18636363637,24621.490834954544
search_brand,87806.63863636364,25846.049611371243
search_brand,90058.09090909091,27088.503705947933
search_brand,92309.54318181818,28347.761725027987
search_brand,94560.99545454547,29622.73602559379
search_brand,96812.44772727274,30912.34506052888
search_brand,99063.90000000001,32215.515602986532
search_brand,101315.35227272728,33531.18484645223
search_brand,103566.80454545455,34858.30237789826
search_brand,105818.25681818182,36195.83202222168
search_brand,108069.7090909091,37542.7535569275
search_brand,110321.16136363638,38898.06429675697
search_brand,112572.61363636365,40260.78054866258
search_brand,114824.06590909092,41629.93893819033
search_brand,117075.51818181819,43004.59760894402
search_brand,119326.97045454546,44383.837297370694
search_brand,121578.42272727273,45766.76228562111
search_brand,123829.87500000001,47152.50123570125
search_brand,126081.32727272729,48540.2079085415
search_brand,128332.77954545456,49929.06177196815
search_brand,130584.23181818183,51318.26850186916
search_brand,132835.6840909091,52707.06038110286
search_brand,135087.13636363638,54094.69660090766
search_brand,137338.58863636365,55480.46346973347
search_brand,139590.04090909092,56863.674534534846
search_brand,141841.4931818182,58243.67061964397
search_brand,144092.94545454546,59619.81978838148
search_brand,146344.39772727274,60991.51723256826
search_brand,148595.85,62358.18509507298
search_brand,150847.30227272728,63719.272230473674
search_brand,153098.75454545455,65074.2539088288
search_brand,155350.20681818182,66422.63146744603
search_brand,157601.6590909091,67763.9319154112
search_brand,159853.1113636364,69097.70749549473
search_brand,162104.56363636366,70423.53520789421
search_brand,164356.01590909093,71741.01630010006
search_brand,166607.4681818182,73049.77572698958
search_brand,168858.92045454547,74349.46158506587
search_brand,171110.37272727274,75639.74452456301
search_brand,173361.825,76920.31714294029
search_brand,175613.27727272728,78190.89336308811
search_brand,177864.72954545455,79451.20779936684
search_brand,180116.18181818182,80701.0151143999
search_brand,182367.6340909091,81940.08936934502
search_brand,184619.08636363636,83168.22337017253
search_brand,186870.53863636364,84385.22801229017
search_brand,189121.99090909094,85590.93162566778
search_brand,191373.4431818182,86785.17932243702
search_brand,193624.89545454548,87967.83234876762
search_brand,195876.34772727275,89138.76744265555
search_brand,198127.80000000002,90297.87619909942
search_brand,200379.2522727273,91445.0644439903
search_brand,202630.70454545456,92580.25161789487
search_brand,204882.15681818183,93703.37017077702
search_brand,207133.6090909091,94814.36496857257
search_brand,209385.06136363637,95913.19271241226
search_brand,211636.51363636364,96999.8213711734
search_brand,213887.9659090909,98074.22962793573
search_brand,216139.4181818182,99136.40634081743
search_brand,218390.87045454548,100186.35001857634
search_brand,220642.32272727275,101224.06831127607
search_brand,222893.775,102249.5775162396
search_nonbrand,0,0
search_nonbrand,10852.390656565656,45575.70486920262
search_nonbrand,21704.781313131312,166942.52830500217
search_nonbrand,32557.171969696967,349902.82027158345
search_nonbrand,43409.562626262625,580576.1620712745
search_nonbrand,54261.95328282828,845115.8719214093
search_nonbrand,65114.34393939393,1130647.2040846657
search_nonbrand,75966.7345959596,1426020.3399268175
search_nonbrand,86819.12525252525,1722195.8609518593
search_nonbrand,97671.5159090909,2012297.7403732326
search_nonbrand,108523.90656565657,2291436.3934657928
search_nonbrand,119376.29722222222,2556408.5556802955
search_nonbrand,130228.68787878787,2805357.528656149
search_nonbrand,141081.07853535353,3037447.618528434
search_nonbrand,151933.4691919192,3252580.9580115774
search_nonbrand,162785.85984848483,3451166.8272791263
search_nonbrand,173638.2505050505,3633942.7211043374
search_nonbrand,184490.64116161616,3801840.960745817
search_nonbrand,195343.0318181818,3955892.6965316776
search_nonbrand,206195.42247474747,4097161.1657103426
search_nonbrand,217047.81313131313,4226697.029020572
search_nonbrand,227900.20378787877,4345509.890583769
search_nonbrand,238752.59444444443,4454551.380039622
search_nonbrand,249604.9851010101,4554706.294262694
search_nonbrand,260457.37575757573,4646789.211099457
search_nonbrand,271309.7664141414,4731544.7034136
search_nonbrand,282162.15707070706,4809649.824473885
search_nonbrand,293014.54772727273,4881717.937806889
search_nonbrand,303866.9383838384,4948303.2571628615
search_nonbrand,314719.329040404,5009905.671863977
search_nonbrand,325571.71969696967,5066975.580995652
search_nonbrand,336424.11035353533,5119918.563298044
search_nonbrand,347276.501010101,5169099.780763133
search_nonbrand,358128.89166666666,5214848.062126886
search_nonbrand,368981.2823232323,5257459.644438816
search_nonbrand,379833.672979798,5297201.571578698
search_nonbrand,390686.0636363636,5334314.761465304
search_nonbrand,401538.45429292927,5369016.761242087
search_nonbrand,412390.84494949493,5401504.21367435
search_nonbrand,423243.2356060606,5431955.059570762
search_nonbrand,434095.62626262626,5460530.501095008
search_nonbrand,444948.0169191919,5487376.74994186
search_nonbrand,455800.40757575753,5512626.582911579
search_nonbrand,466652.7982323232,5536400.725691896
search_nonbrand,477505.18888888886,5558809.083822303
search_nonbrand,488357.57954545453,5579951.837982645
search_nonbrand,499209.9702020202,5599920.41898567
search_nonbrand,510062.36085858586,5618798.376201009
search_nonbrand,520914.75151515147,5636662.151616019
search_nonbrand,531767.1421717171,5653581.770354605
search_nonbrand,542619.5328282828,5669621.457227675
search_nonbrand,553471.9234848485,5684840.187772643
search_nonbrand,564324.3141414141,5699292.181245786
search_nonbrand,575176.7047979798,5713027.342150344
search_nonbrand,586029.0954545455,5726091.656104543
search_nonbrand,596881.4861111111,5738527.545166942
search_nonbrand,607733.8767676768,5750374.187131702
search_nonbrand,618586.2674242425,5761667.802774426
search_nonbrand,629438.658080808,5772441.914561681
search_nonbrand,640291.0487373737,5782727.579926506
search_nonbrand,651143.4393939393,5792553.601851363
search_nonbrand,661995.830050505,5801946.719183028
search_nonbrand,672848.2207070707,5810931.778825312
search_nonbrand,683700.6113636363,5819531.891710719
search_nonbrand,694553.002020202,5827768.5742367245
search_nonbrand,705405.3926767677,5835661.876662954
search_nonbrand,716257.7833333333,5843230.499798565
search_nonbrand,727110.173989899,5850491.901162176
search_nonbrand,737962.5646464647,5857462.391666849
search_nonbrand,748814.9553030303,5864157.223768263
search_nonbrand,759667.345959596,5870590.671912945
search_nonbrand,770519.7366161615,5876776.106034004
search_nonbrand,781372.1272727272,5882726.058762594
search_nonbrand,792224.5179292929,5888452.28695317
search_nonbrand,803076.9085858585,5893965.82805832
search_nonbrand,813929.2992424242,5899277.051833752
search_nonbrand,824781.6898989899,5904395.707804822
search_nonbrand,835634.0805555555,5909330.9688823745
search_nonbrand,846486.4712121212,5914091.471476674
search_nonbrand,857338.8618686869,5918685.352423603
search_nonbrand,868191.2525252525,5923120.283006262
search_nonbrand,879043.6431818182,5927403.500327528
search_nonbrand,889896.0338383839,5931541.836264364
search_nonbrand,900748.4244949495,5935541.744212551
search_nonbrand,911600.8151515151,5939409.3238107115
search_nonbrand,922453.2058080807,5943150.343814667
search_nonbrand,933305.5964646464,5946770.263277279
search_nonbrand,944157.9871212121,5950274.251174508
search_nonbrand,955010.3777777777,5953667.204605577
search_nonbrand,965862.7684343434,5956953.765683507
search_nonbrand,976715.1590909091,5960138.337221803
search_nonbrand,987567.5497474747,5963225.097313654
search_nonbrand,998419.9404040404,5966218.012891491
search_nonbrand,1009272.331060606,5969120.852347029
search_nonbrand,1020124.7217171717,5971937.197284974
search_nonbrand,1030977.1123737374,5974670.453477263
search_nonbrand,1041829.5030303029,5977323.861079015
search_nonbrand,1052681.8936868687,5979900.504162148
search_nonbrand,1063534.2843434343,5982403.3196179755
search_nonbrand,1074386.675,5984835.105475783
programmatic_display,0,0
programmatic_display,3157.294832464647,0
programmatic_display,6314.589664929294,0
programmatic_display,9471.884497393941,0
programmatic_display,12629.179329858587,0
programmatic_display,15786.474162323233,0
programmatic_display,18943.768994787883,0
programmatic_display,22101.06382725253,0
programmatic_display,25258.358659717174,0
programmatic_display,28415.65349218182,0
programmatic_display,31572.948324646466,0
programmatic_display,34730.243157111116,0
programmatic_display,37887.537989575765,0
programmatic_display,41044.83282204041,0
programmatic_display,44202.12765450506,0
programmatic_display,47359.4224869697,0
programmatic_display,50516.71731943435,0
programmatic_display,53674.012151899,0
programmatic_display,56831.30698436364,0
programmatic_display,59988.60181682829,0
programmatic_display,63145.89664929293,0
programmatic_display,66303.19148175759,0
programmatic_display,69460.48631422223,0
programmatic_display,72617.78114668687,0
programmatic_display,75775.07597915153,0
programmatic_display,78932.37081161617,0
programmatic_display,82089.66564408081,0
programmatic_display,85246.96047654546,0
programmatic_display,88404.25530901011,0
programmatic_display,91561.55014147476,0
programmatic_display,94718.8449739394,0
programmatic_display,97876.13980640405,0
programmatic_display,101033.4346388687,0
programmatic_display,104190.72947133334,0
