week_start,actual_revenue,predicted_revenue,baseline_contrib,media_contrib,contrib_tv_linear,contrib_online_video,contrib_social_prospecting,contrib_social_retargeting,contrib_search_brand,contrib_search_nonbrand,contrib_programmatic_display,contrib_ooh,contrib_leaflets
2022-10-24,13367175.8,14328238.747845221,3863676.1013433803,10464562.646501841,917207.4132388595,644596.7715582866,786624.2380177841,1553859.069006263,61905.07369141627,1840321.342028734,0,2140109.3046819717,2519939.434278527
2022-10-31,14546490.68,19036482.197470076,5713571.857947748,13322910.339522328,1017994.3535676195,646952.988873465,829284.1690827762,1300402.3651092744,70506.31681779353,3491294.2602921384,0,2394097.1883645975,3572378.697414664
2022-11-07,14713764.670000002,15968055.120477375,4292811.5585158,11675243.561961574,1023825.8373291056,685994.6743751639,931282.6773537251,1319123.3095183033,82402.639729692135,3633791.8917557257,0,2416578.779304768,1582243.752595092
2022-11-14,12488510.43,15786989.727732625,4345666.096078485,11441323.63165414,1021437.1677746313,718979.0037204783,925772.1709512612,2040250.801426622,92082.0212960011,2120301.3625115836,0,2511855.6511126747,2010645.4528608888
2022-11-21,31033448.64,25789965.774992056,9996928.065602245,15793037.709389811,992648.2291069472,743011.8235915923,965674.4818086108,2116429.643708313,91587.072679718,4786220.844146787,0,2467967.062679357,3629498.551668486
2022-11-28,32623812.41,26799246.09847203,10209904.643680315,16589341.454791714,1008404.8836278825,757296.8454998787,958720.9923847645,1972618.4137974319,98372.57777047782,4788948.58021735,0,2469072.4270491344,4535906.734444794
2022-12-05,15003699.820000002,16306692.895926576,4263838.538830243,12042854.357096333,1022212.1452324024,771726.3264757792,825351.5644608713,1835095.246759151,105028.66731385853,3340133.366309484,0,2430508.317326355,1712798.7232184294
2022-12-12,22156001.52,24094984.60350527,7997116.730695082,16097867.872810187,989095.9055056403,733649.8219617978,695636.4767196374,1577435.734575043,112037.86083956114,5073661.690852862,0,2351603.9687929465,4564746.413562698
2022-12-19,16586804.010000002,22068625.49129346,6048177.825135615,16020447.666157845,858650.7882741272,727675.2951792179,551405.4138314237,1763918.3359361903,112194.84264277341,4533058.548959863,0,2214496.2972263824,5259048.144107868
2022-12-26,15760946.07,14682627.574187374,3683549.7649697084,10999077.809217665,760752.2740172936,683534.3579547373,468517.0414078226,1839745.2211947024,104805.72875416814,2948304.535065495,0,1896741.5203191119,2296677.130504335
2023-01-02,11201786.180000002,13326796.937860785,3824965.450859137,9501831.487001648,595057.47265696,651702.747425042,380537.5157838284,2244381.6090312446,95174.17632023818,1231240.4849449873,0,1602756.0759786966,2700981.4048606507
2023-01-09,11098990.95,13259458.120979382,3728547.021444561,9530911.09953482,544152.103974379,622863.0814125097,332357.78800340364,1893428.9668004436,83224.65223299817,1360451.3511854508,0,1294644.5948070413,3399788.561118593
2023-01-16,11563788.66,15526282.983130116,5646750.8167012315,9879532.166428884,652609.8953664843,618033.7018716192,360494.7264189173,1471153.4321495898,73087.51217827444,3207214.487959576,0,1439674.545431035,2057263.8650533895
2023-01-23,15131714.33,14299406.903091816,3689763.7425638903,10609643.160527926,840629.3842024042,613461.8809968436,402739.47537728003,1375367.2729749305,57930.283942190756,2741909.2651106683,0,1895333.6837308712,2682271.914192738
2023-01-30,14631890.89,13622823.577774746,3773286.8529439736,9849536.724830773,987126.9810973443,624867.8078725341,452810.4708404989,1488443.224102017,54627.19042739503,1625709.3621834838,0,2101791.360300698,2514160.328006802
2023-02-06,15643794,15986815.667189434,3966023.5192513727,12020792.147938062,1006341.3284269252,632590.074352652,510573.5140793862,2101786.179389722,63161.63473401555,2811678.185045951,0,2337745.2646846045,2556915.9672248024
2023-02-13,15978952.530000001,16122268.304211166,4213376.950431837,11908891.353779329,966065.1350586397,663024.223555488,853370.6747927658,2205198.9174231733,69275.70532557617,2432752.082727798,0,2351901.658060338,2367302.956835549
2023-02-20,16622114.89,16589223.67422954,4543022.413040813,12046201.261188727,915494.6873812318,678119.4868978778,866822.8049216815,1575526.162216935,74568.21119663659,3240091.065607436,0,2273100.26364511,2422478.5793218184
2023-02-27,15991782.82,14671638.120967023,4948785.298284104,9722852.822682919,691872.5663795164,649895.775550333,808767.4413135737,1451562.7457092393,76315.31781297577,1575032.038700867,0,2063153.5717734732,2406253.365442941
2023-03-06,16803185.22,19027568.698865913,7617028.442767434,11410540.256098479,589343.4700391407,640117.6598918379,873183.2053839732,1912338.5974080835,74299.40163743832,2962979.5664494857,0,1553546.4201708667,2804731.9351176545
2023-03-13,16130384.250000002,16989407.74731884,5999050.5377523955,10990357.209566446,455046.7846719911,605156.5094376524,895989.6657482447,1827497.1046982068,69647.34121792713,3451463.0112528717,0,1143867.7129432838,2541689.0795962675
2023-03-20,16375992.54,17038423.87163471,6551866.309460394,10486557.562174316,380981.68300143967,577403.4910729385,874110.0371241599,1624052.9446709137,59550.72387147354,3267840.492293588,0,1037212.361800351,2665405.828339451
2023-03-27,16484713.88,18058985.737829566,7115047.520495301,10943938.217334265,708993.3742405736,570236.4687525978,818296.2498335186,1256910.4893217934,49396.118789343614,3863478.8385555167,0,1310244.410696814,2366382.267144107
2023-04-03,29984875.65,24907893.63232484,11111688.868034935,13796204.764289906,890170.5278433776,591331.9295163542,732318.7878987064,1609727.1798743892,48051.71235916716,3270859.8618867225,0,1578924.4276579423,5074820.337253248
2023-04-10,30023657.560000002,29248657.707055006,13680554.758248005,15568102.948807001,981135.4962122564,615520.4287177478,670521.315460398,1985060.2695863321,48065.12621324289,4266590.517135298,0,2007453.7719658006,4993756.023515927
2023-04-17,28413335.390000004,27930641.782743163,11518736.561727423,16411905.22101574,1014203.8926791498,646948.7177220746,758915.0550336271,1481699.438590295,59366.1654212511,4578928.69685947,0,2513055.848149312,5358787.406560562
2023-04-24,28094565.26,29126635.113975685,11898002.223878477,17228632.89009721,1005733.442053025,669632.0335760147,873953.5776556791,1248986.6475381828,69533.50167942734,5380635.427366629,0,2447389.776300968,5532768.483927281
2023-05-01,27792702.63,26921879.901214264,9533711.952214468,17388167.948999796,1007600.491161003,676314.6805060052,913770.0108873203,2465237.940959683,76386.83701672198,4231039.041880559,0,2396338.2089189286,5621480.737669573
2023-05-08,22576645.69,24859442.359314106,9709274.769191053,15150167.590123054,990987.6220697336,710704.8157416363,931694.5384108577,1829342.3572594726,88129.06139655398,4058977.811681943,0,2430393.237180029,4109938.1463828264
2023-05-15,28616424.47,27784763.50001406,12112724.459511451,15672039.040502608,948016.9727169413,686301.0768443249,948685.9014679166,1702242.0697935997,92681.88828896916,4070364.8010786264,0,2467043.5020770896,4756702.828235139
2023-05-22,25942755.900000002,26848495.655162852,9706812.947478097,17141682.707684755,1053975.1948027804,701312.8135060887,862736.4996763023,2006166.8261381113,94987.62266174756,4779308.828792571,0,2464996.050180795,5178198.871926356
2023-05-29,27283607.500000004,27440798.06190183,10056862.034783263,17383936.027118567,1027942.860911906,680595.8220687591,900441.0604667522,1744921.519310848,98390.0263656409,5329601.27791217,0,2465593.6451365836,5136449.814945909
2023-06-05,28268314.990000002,24442802.405031957,9360381.310000459,15082421.095031498,1012055.1324218443,656363.5928150179,814114.1685125073,1754707.1538461042,94119.93859522669,5096172.010429434,0,2445574.7677303785,3209314.330680987
2023-06-12,26828723.149999995,24752980.70431932,8973249.563546905,15779731.140772415,876235.1206124664,669101.6641260248,721379.5274065537,1843584.6409162814,96958.63240869598,4489304.148331966,0,2302142.8924745177,4781024.514495909
2023-06-19,26733158.65,24800951.063310552,8504883.194631763,16296067.86867879,770372.7076469825,674833.670390292,616126.4223377453,1715216.6590030538,96330.88136855027,4519741.705387873,0,1950455.004946729,5952990.817597564
2023-06-26,24993197.480000004,21360664.28816198,7975292.121158309,13385372.167003673,537105.8175218211,642575.1769770574,566926.2973570314,1935809.6255068392,86900.31966264562,4045503.227109616,0,1367037.6363699,4203514.066498761
2023-07-03,14278598.4,16969242.682668883,7430008.558116326,9539234.124552557,305245.65589264425,611245.1563400228,531970.0055395811,1896253.8628493908,77945.60069706294,2203556.741019046,0,798980.402564071,3114036.6996507384
2023-07-10,15925345.990000002,15740036.652253995,8899745.179630468,6840291.472623527,183669.31781018284,558361.7651748147,536968.3689298735,1972629.89273205,62095.21775212178,3101097.8318957235,0,425251.1956174833,217.88271127712727
2023-07-17,14291810.25,15542594.57509758,6270213.842089398,9272380.733008182,133970.77427155757,495652.12909398996,654178.0960657403,1307125.074461746,48952.883426358756,3520482.7587460247,0,321072.7602424363,2790946.2567003276
2023-07-24,12399226.64,13833286.680914372,5724474.747348832,8108811.93356554,180635.38050021837,474743.40825638484,754284.4474666832,1754451.8597820872,40048.06864342587,2041139.5887023245,0,357224.9776668751,2506284.2025475414
2023-07-31,14056656.079999998,13617404.180471972,5228663.6251802,8388740.555291772,466162.34221906244,476179.4877679835,868765.5213367257,1346122.9110188077,35158.45199067552,1758953.8313772827,0,685928.740964948,2751469.268616285
2023-08-07,13971656.099999998,14523109.35790079,4776000.331252882,9747109.026647909,558347.1366057358,455348.82003567735,957186.0581818391,1461459.4818362715,32267.197366212098,2520264.146181234,0,1020080.7555793545,2742155.430861585
2023-08-14,15916252.28,16731958.364169154,6222126.623807089,10509831.740362065,875296.8691340263,550071.9148366646,919332.1080640547,2179906.3695775475,32773.6381063472,1152594.104325358,0,1749419.7814820227,3050436.954836044
2023-08-21,14468122.850000001,13870624.525769804,4160705.358568454,9709919.16720135,943036.983043809,613050.8613818341,940410.020116074,1378495.5618494763,40945.40034787415,1507415.7100355749,0,2331948.243488897,1954616.38693781
2023-08-28,15053415.19,16403130.009010408,3985289.3444479145,12417840.664562494,1008780.4641552529,638823.9157021573,829094.1123170672,1800114.707865009,48133.05103311443,3418214.6362738484,0,2425500.40698223,2249179.370233815
2023-09-04,15119722.959999997,14958996.984300796,3835920.833637433,11123076.150663363,859693.7409671488,597216.7367944715,853401.7904172441,1945686.456989634,61820.626916608,2080376.8237062092,0,2406820.0080051594,2318059.9668668886
2023-09-11,13998359.149999999,17602710.18125343,5710219.731461873,11892490.449791556,930313.8226115394,625609.2227710137,722510.7486841693,2047738.7717430422,72876.61513012888,2701012.1152826785,0,2251822.4038721193,2540606.7496968633
2023-09-18,11702473.280000001,15482354.070165608,5600433.798979558,9881920.27118605,759740.7826089496,635603.609097398,561855.8806015835,1565487.393844215,75556.0837498664,2017790.5405205775,0,1855297.9858548627,2410587.9949085964
2023-09-25,15252355.370000001,16858604.405948866,5631825.320498928,11226779.085449938,665345.9930762424,638054.4689738397,419262.06985174475,1643726.620880058,74774.87332386337,3729310.494851643,0,1484664.5603145182,2571640.004178028
2023-10-02,13517835.520000001,14954206.408646539,4197186.720157374,10757019.688489165,628553.1383255346,627138.8606963516,491916.7203334215,2316586.678985351,70741.72631391238,2786984.212314584,0,1197027.481423263,2638070.870096747
2023-10-09,13635549.43,13877584.215506952,4375516.553482663,9502067.66202429,682235.7172332844,618056.8766768789,445210.5801723272,1962783.8432130553,63691.26161822735,1828599.7799010992,0,1442501.0933889376,2458988.5098204804
2023-10-16,14750150.6,14720484.715421464,4558338.710149609,10162146.005271856,888047.7181544272,618545.0278387222,569056.6431610081,1289949.2384362072,58635.38271466618,2033243.768318654,0,1827023.136504032,2877645.0901441397
2023-10-23,14122953.25,14786700.537314486,4729214.513707403,10057486.023607083,1020551.1890319871,645099.458338833,701834.7806227382,2196110.7860704362,67588.353050966,1154736.2870554726,0,1648691.511092416,2622873.658344234
2023-10-30,14965876.01,17246997.10568511,6499583.493628155,10747413.612056956,1039927.8742418854,617755.7454538387,749128.8673003662,1212702.268812967,73517.52911604157,2688601.490055905,0,2108457.007980222,2257322.8290957306
2023-11-06,13524467.32,20297894.116332293,6735552.226796798,13562341.889535494,1070995.1383461498,655591.7336905207,873555.4793213075,1784362.144753295,87890.22270331097,3734224.9886620026,0,2396615.9846714973,2959106.19738741
2023-11-13,15215986.100000001,18453460.91086479,7224916.19453232,11228544.71633247,1040024.7991180725,703857.826084279,911643.3885099413,1734137.1141811989,95032.25234694399,2067027.367143868,0,2491822.5075182565,2184999.461429909
2023-11-20,32526893.35,25539005.969657034,10232410.12671461,15306595.842942424,1027860.0230326556,710357.6654396494,873408.5302035812,2236241.3193223043,105196.24429597757,3284929.960710492,0,2530114.820529136,4538487.279408629
2023-11-27,26635271.529999997,26245368.56422241,8742259.713792976,17503108.850429434,1032272.3511350204,705434.207619316,888206.8873884386,2170131.352959897,109795.58462556015,5380781.027821772,0,2550507.840616816,4665979.598262614
2023-12-04,16105003.279999997,16133811.242252948,6788534.520220108,9345276.72203284,1006988.6039007964,709613.7758954588,895725.2358988023,1760740.4814355536,109707.70526608644,2377368.5655364213,0,2484700.069312817,432.2847869049519
2023-12-11,23734485.200000003,23684863.591055542,8301914.074420832,15382949.51663471,989966.468422483,718766.6817551607,735864.6552713618,1956880.9630840989,112374.97516945425,3445285.03143195,0,2458281.051890818,4965529.689609382
2023-12-18,17428623.29,23185680.96111895,6612016.953693798,16573664.007425154,940903.3439358573,723674.3214591618,584963.1452405275,2417519.370839714,110109.77499124037,3737325.6901531825,0,2328215.23110197,5730953.1297034975
2023-12-25,16387445.75,13384006.021806033,2364326.6692386344,11019679.352567399,799046.2602998054,684237.6069837145,405597.81707779143,2381398.410416354,102627.57643159256,2422485.786422596,0,1977288.0613238069,2246997.8336117375
2024-01-01,11916943.919999998,15459976.426939594,4522378.373981338,10937598.052958256,637775.2782920732,666033.936045436,409338.60559233715,1278708.9038891732,98124.80848373844,2633015.1340068714,0,1534675.0312082486,3679926.355440378
2024-01-08,12872875.4,15833032.026010364,5785104.76283169,10047927.263178675,616725.8744340128,658317.3434641156,485956.3625342239,1254250.5500949258,87549.27187075115,2926397.4644786306,0,1241901.7874720145,2776828.6088300007
2024-01-15,13568579.51,17522282.42517765,7437093.277432974,10085189.147744674,597753.4081884805,638025.7761156476,427423.4921214112,1543183.7872611068,72399.84713845175,2110511.97342448,0,1483275.9175394874,3212614.9459556085
2024-01-22,16224122.340000002,15021868.57890054,5724896.032174004,9296972.546726536,874608.4999791713,603884.5719256839,430935.12972223083,1674390.339438066,65101.53763949806,1601095.7354984004,0,1853813.674521174,2193143.0580023117
2024-01-29,17457026.31,17792946.922473896,7420483.552753586,10372463.36972031,999317.266220919,614488.5055584002,536238.568344131,835808.2916676978,63870.95517580641,1492650.9137002723,0,2217466.73174952,3612622.1373035624
2024-02-05,16570010.9,16826961.653932534,5972602.521587411,10854359.132345123,1014034.5714183752,624321.0843888111,481226.57744776784,1764935.6968953903,71146.85909748556,1991214.086838352,0,2330518.1441990403,2576962.1120599
2024-02-12,16623879.84,17686987.81110654,6204861.755315822,11482126.055790719,1004856.5069180313,646883.3527273363,762577.9874634753,1804586.0838429949,81598.51099485165,2552041.840429372,0,2279010.658880211,2350571.1145344474
2024-02-19,17489844.520000003,16084225.368424457,6520010.319723792,9564215.048700664,918042.7111384188,629433.5265339259,902079.1138805319,1494928.4856214013,85573.2426877243,1188943.6641688044,0,2070249.056327538,2274965.2483423185
2024-02-26,18304437.43,17839474.683505677,6912741.367170993,10926733.316334683,815723.8266884888,640311.7338627258,967965.6147336977,1485146.8310454448,87350.85041572657,2204481.1270601954,0,1836048.4290186118,2889704.903509794
2024-03-04,18340571.75,18405673.882865563,9078585.382433867,9327088.500431696,516891.0288804579,625773.6176523467,950388.7892833137,1732778.6946875937,79172.96756808076,1926786.1816006377,0,1353558.109033337,2141739.1117259287
2024-03-11,14998645.08,18644723.43896932,7880694.850805065,10764028.588164257,406749.24940370984,585719.8411212129,991011.5158205727,1646155.0061156468,73098.69234064798,3286376.5318708397,0,967347.5838166124,2807570.167675015
2024-03-18,17673654.35,19843755.805480488,8429328.198502544,11414427.606977943,460621.9176327227,585130.7406790438,938650.3201992783,1935655.7055836027,64299.671484600156,3784634.3604967324,0,888081.3237593836,2757353.5671425797
2024-03-25,21774273.53,21240170.955713127,12039338.293046296,9200832.662666831,719859.203697273,545954.2897420881,760320.3350511397,2157811.9197412687,53923.11517938588,1759350.0773358305,0,1128190.2622247674,2075423.459695077
2024-04-01,28172997.979999997,27155495.09341711,12736193.283849519,14419301.809567593,905464.65782535,575975.8239618005,648024.0359887887,2251378.072197444,50011.99609682877,4389739.456965137,0,1709983.830441617,3888723.9360906268
2024-04-08,31825614.75,29694437.404770594,12950644.92950338,16743792.475267215,990578.9784294375,605176.8710027569,571067.2349836819,2220725.7506601955,50514.68144940967,5029151.584345614,0,2300486.2868118812,4976091.08758424
2024-04-15,31001142.839999996,31100402.357279114,13505580.194995064,17594822.16228405,1023027.8716966955,692719.4618556754,614720.4620673645,1835247.0561884705,62634.85004713971,4872730.278344982,0,2309221.653304962,6184520.528778759
2024-04-22,28338005.18,26712248.020091355,10905391.835860975,15806856.18423038,1007445.175366123,676469.4031638615,704696.4205149211,2010855.4056956957,77526.26987391945,4652628.811807291,0,1938693.2235919212,4738541.474216646
2024-04-29,26425464.96,29674138.383405373,13090120.354237111,16584018.029168261,956975.0500412516,685818.2200036693,844863.7890344894,1908133.3415107632,83203.28711010687,5200912.216639157,0,2159806.164883816,4744305.959945006
2024-05-06,31247362.46,27504783.468253173,12097696.979137938,15407086.489115234,985881.3928680223,729707.3842456704,957007.6958264614,2114135.9378998554,89375.83623794727,4181511.1419701483,0,2227462.9751768713,4122004.124890256
2024-05-13,31659668.1,30355707.64614505,13255907.335074726,17099800.311070323,1011928.8228999195,725624.5737008025,1026806.7797945894,2462927.589917004,95187.22794780103,4797327.11899215,0,2363278.1019355403,4616720.095882517
2024-05-20,32914482.959999997,30031048.654100183,13659745.503917944,16371303.15018224,973179.233627892,712482.4102741173,929038.3349595017,2277927.5983332894,100405.09657632337,4306401.018216831,0,2435190.1456707497,4636679.312523535
2024-05-27,30275313.29,26167647.25489507,11346718.574019922,14820928.680875147,991345.3515207217,710509.8019186496,916173.4075272981,1764039.935102804,100009.68750898725,2973637.388704452,0,2466231.701575384,4898981.407016849
2024-06-03,27941910.82,26701677.313844003,11137436.996209249,15564240.317634754,974601.8677114585,702064.0866938755,762733.8846927016,1686848.6156581922,102925.68844998456,4657481.914128938,0,2477277.618551315,4200306.641748291
2024-06-10,30906818.629999995,28343680.757791553,13248284.324313108,15095396.433478445,943808.410012684,714091.7046744359,712916.8194895023,1989834.4615323439,98499.49068670347,3440397.775501937,0,2303677.1999088707,4892170.571671966
2024-06-17,30941908.909999996,28285080.221859258,12793148.26907279,15491931.952786468,732315.6427769677,689622.5992901522,554798.6180924827,2358629.9713805034,99889.04621268493,4360884.641767831,0,1908438.850412635,4787352.582853212
2024-06-24,21615967.32,23531698.18510393,9791505.293087047,13740192.892016884,488131.18146278994,654366.6744351755,467389.4577560414,1877447.5848615419,94374.21670690725,4222335.657781593,0,1336591.0684148516,4599557.050597984
