iso_year,iso_week,temperature_c,precipitation_mm,week_start
2023,25,18.792857142857144,7.15,2023-06-19
2023,26,17.47142857142857,22.750000000000004,2023-06-26
2023,27,16.192857142857143,19.05,2023-07-03
2023,28,17.857142857142858,48.550000000000004,2023-07-10
2023,29,15.357142857142858,27,2023-07-17
2023,30,16.385714285714286,12.100000000000001,2023-07-24
2023,31,16.357142857142858,35.849999999999994,2023-07-31
2023,32,15.42142857142857,40.25000000000001,2023-08-07
2023,33,17.95,20.450000000000003,2023-08-14
2023,34,17.357142857142858,26.650000000000002,2023-08-21
2023,35,15.3,15.749999999999998,2023-08-28
2023,36,18.014285714285712,0,2023-09-04
2023,37,16.335714285714285,5.1000000000000005,2023-09-11
2023,38,16.52857142857143,23.7,2023-09-18
2023,39,15.82857142857143,3.5999999999999996,2023-09-25
2023,40,13.428571428571429,26.4,2023-10-02
2023,41,11.642857142857142,17.25,2023-10-09
2023,42,8.442857142857143,23.6,2023-10-16
2023,43,8.592857142857143,50.8,2023-10-23
2023,44,8.835714285714285,34.800000000000004,2023-10-30
2023,45,7.7,18.95,2023-11-06
2023,46,4.707142857142857,70.35,2023-11-13
2023,47,3.321428571428571,11,2023-11-20
2023,48,-2.2,10.35,2023-11-27
2023,49,1.7714285714285716,16.75,2023-12-04
2023,50,3.2928571428571427,6.749999999999999,2023-12-11
2023,51,4.535714285714286,27.250000000000004,2023-12-18
2023,52,4.921428571428572,28.700000000000003,2023-12-25
2024,1,-1.4499999999999997,30.3,2024-01-01
2024,2,-1.2714285714285716,1.7999999999999998,2024-01-08
2024,3,-0.7571428571428572,16.65,2024-01-15
2024,4,5.042857142857143,24.95,2024-01-22
2024,5,5.385714285714286,7.95,2024-01-29
2024,6,2.1,48.6,2024-02-05
2024,7,4.435714285714286,31.5,2024-02-12
2024,8,5.5,13.899999999999999,2024-02-19
2024,9,4.35,6.950000000000001,2024-02-26
2024,10,2.4642857142857144,3.25,2024-03-04
2024,11,5.507142857142857,3.4499999999999997,2024-03-11
2024,12,4.9714285714285715,15.35,2024-03-18
2024,13,6.45,10.95,2024-03-25
2024,14,7.0285714285714285,48.3,2024-04-01
2024,15,10.128571428571428,14.9,2024-04-08
2024,16,5.328571428571428,13.6,2024-04-15
2024,17,5.6571428571428575,23.450000000000003,2024-04-22
2024,18,12.25,6.6000000000000005,2024-04-29
2024,19,10.9,3.1999999999999997,2024-05-06
2024,20,14.971428571428572,0.05,2024-05-13
2024,21,15.914285714285715,6.25,2024-05-20
2024,22,16.32857142857143,26.000000000000004,2024-05-27
2024,23,12.835714285714285,16.6,2024-06-03
2024,24,13.071428571428571,23.85,2024-06-10
2024,25,14.871428571428572,20.75,2024-06-17
2024,26,17.27857142857143,19.15,2024-06-24
2024,27,14.57857142857143,28.049999999999997,2024-07-01
2024,28,16.79285714285714,40.199999999999996,2024-07-08
2024,29,17.435714285714287,13.850000000000001,2024-07-15
2024,30,17.2,26.900000000000002,2024-07-22
2024,31,17.12857142857143,9.7,2024-07-29
2024,32,17.77857142857143,23.999999999999996,2024-08-05
2024,33,17.821428571428573,10.400000000000002,2024-08-12
2024,34,17.07857142857143,19.849999999999998,2024-08-19
2024,35,17.235714285714288,5.499999999999999,2024-08-26
2024,36,20.02857142857143,0.8,2024-09-02
2024,37,13.271428571428572,28.35,2024-09-09
2024,38,15.214285714285715,0.3,2024-09-16
2024,39,13.035714285714286,42.300000000000004,2024-09-23
2024,40,10.457142857142857,0.44999999999999996,2024-09-30
2024,41,11.3,36.099999999999994,2024-10-07
2024,42,11,1.7000000000000002,2024-10-14
2024,43,11.371428571428572,8.349999999999998,2024-10-21
2024,44,10.057142857142857,2.7,2024-10-28
2024,45,8.407142857142857,1.7,2024-11-04
2024,46,7.514285714285714,2.85,2024-11-11
2024,47,2.107142857142857,17.35,2024-11-18
2024,48,6.228571428571429,14.3,2024-11-25
2024,49,4.964285714285714,14.649999999999999,2024-12-02
2024,50,2.7357142857142858,2.4,2024-12-09
2024,51,6.978571428571429,22.099999999999998,2024-12-16
2024,52,5.571428571428571,7.800000000000001,2024-12-23
2025,1,2.9714285714285715,34.599999999999994,2024-12-30
2025,2,1.9,24.049999999999997,2025-01-06
2025,3,3.6214285714285714,0.35,2025-01-13
2025,4,2.9357142857142855,12.65,2025-01-20
2025,5,3.6,7.749999999999999,2025-01-27
2025,6,2.407142857142857,2.1499999999999995,2025-02-03
2025,7,-0.5928571428571429,2.3000000000000003,2025-02-10
2025,8,1.4714285714285715,5.8,2025-02-17
2025,9,4.171428571428572,5.95,2025-02-24
2025,10,7.085714285714285,0,2025-03-03
2025,11,3.3142857142857145,10.15,2025-03-10
2025,12,4.857142857142857,0.2,2025-03-17
2025,13,7.042857142857143,10.65,2025-03-24
2025,14,7.15,0,2025-03-31
2025,15,8.857142857142858,1.6,2025-04-07
2025,16,10.042857142857143,32.24999999999999,2025-04-14
2025,17,9.021428571428572,3.1,2025-04-21
2025,18,11.85,11.15,2025-04-28
2025,19,10.42142857142857,0.35,2025-05-05
2025,20,12.442857142857143,1.7,2025-05-12
2025,21,12.028571428571428,17.9,2025-05-19
2025,22,13.592857142857143,23.1,2025-05-26
2025,23,13.564285714285715,27.950000000000003,2025-06-02
2025,24,14.414285714285715,17,2025-06-09
2025,25,17.3,7.8,2025-06-16
2025,26,16.514285714285716,18.1,2025-06-23
2025,27,17.835714285714285,9.549999999999999,2025-06-30
2025,28,17.257142857142856,14.2,2025-07-07
2025,29,19.15,35.4,2025-07-14
2025,30,19.37857142857143,34.849999999999994,2025-07-21
2025,31,17.37142857142857,13.95,2025-07-28
2025,32,16.87142857142857,13.6,2025-08-04
2025,33,18.757142857142856,1.2000000000000002,2025-08-11
2025,34,15.792857142857143,1.05,2025-08-18
2025,35,17.071428571428573,4.45,2025-08-25
2025,36,17.5,10.75,2025-09-01
2025,37,16.392857142857142,25.65,2025-09-08
2025,38,16.1,10.549999999999999,2025-09-15
2025,39,12.271428571428572,0.35,2025-09-22
2025,40,11.542857142857143,37.4,2025-09-29
2025,41,12.814285714285715,10.000000000000002,2025-10-06
2025,42,9.3,1.75,2025-10-13
2025,43,10.564285714285715,20.9,2025-10-20
2025,44,8.935714285714285,38.95,2025-10-27
2025,45,9.785714285714286,4.7,2025-11-03
2025,46,6.835714285714285,6.5,2025-11-10
2025,47,1.9857142857142858,11.7,2025-11-17
2025,48,5.035714285714286,14.850000000000001,2025-11-24
2025,49,5.607142857142857,14,2025-12-01
2025,50,8.135714285714286,13.699999999999998,2025-12-08
2025,51,6.671428571428572,1.45,2025-12-15
2025,52,2.692857142857143,0,2025-12-22
2026,1,2.4000000000000004,0.1,2025-12-29
