week_start,iso_year,iso_week,revenue_dkk,store_revenue_dkk,web_revenue_dkk,spend_leaflets,spend_online_video,spend_ooh,spend_programmatic_display,spend_search_brand,spend_search_nonbrand,spend_social_prospecting,spend_social_retargeting,spend_tv_linear,platform_revenue_leaflets,platform_revenue_online_video,platform_revenue_ooh,platform_revenue_programmatic_display,platform_revenue_search_brand,platform_revenue_search_nonbrand,platform_revenue_social_prospecting,platform_revenue_social_retargeting,platform_revenue_tv_linear,promo_depth_pct,temperature_c,precipitation_mm,consumer_confidence,cpi_index,n_stores,is_easter_week,is_great_prayer_week,is_ascension_week,is_whitmonday_week,is_christmas_week,revenue_was_interpolated
2022-07-04,2022,27,15613831.23,12045901.790000001,3567929.44,173200.18,117692.57999999999,41072.2268444,97313.2434122,33754.28,76506.81,94817.83,62495.2162428,154068.4,0,227119.07,0,117136.67302080001,97821.61,164635.32,237626.41,154735.28680539998,0,20,15.807142857142855,8.950000000000001,-25.6,94.88,54,0,0,0,0,0,FALSE
2022-07-11,2022,28,14408895.99,11097428.48,3311467.51,199455.94999999998,88671.66,37514.04,91990.8544318,28237.66,63278.49,115669.44069280001,45936.44,87387.78,0,145209.34,0,102195.809816,92871.59,143478.5,367391.2350730001,133109.88,0,0,16.607142857142858,4,-25.6,94.88,54,0,0,0,0,0,FALSE
2022-07-18,2022,29,14904188.670000002,11591757.22,3312431.4500000007,0,60554.869311,28951.559999999998,116673.375279,24064.652017200002,70957.7096382,104500.762995,59489.776426200006,81420.37,0,141965.46168039998,0,153170.97750200002,72048.11408239999,148500.22917500001,283470.7658712,155212.8669484,0,0,18.72142857142857,10.599999999999998,-25.6,94.88,54,0,0,0,0,0,FALSE
2022-07-25,2022,30,13737026.16,10424777.68,3312248.4800000004,179770.24,61146.39078799999,38157.41,95929.50540180001,25558.601064399998,62410.61290179999,130144.5986376,49310.649999999994,153168.73,0,97965.46480520001,0,98877.9972266,66378.44453699999,132263.5960708,355054.6594638,122090.35,0,0,16.178571428571427,18.9,-25.6,94.88,54,0,0,0,0,0,FALSE
2022-08-01,2022,31,14339418.439999998,11303764.629999999,3035653.8099999996,171132.55,74027.14,74834.67,87679.9545194,18740.929999999997,67456.20000000001,191002.09000000003,51651.05,297593.04000000004,0,132123.07,0,99785.48289840002,66116.12,139074.99999999997,554757.71,130203.79000000001,0,0,16.742857142857144,12,-25.1,94.89,54,0,0,0,0,0,FALSE
2022-08-08,2022,32,14458366.66,11581519.23,2876847.43,190880.84,112780.5333648,152876.68815,103802.48608520001,25065.79,62839.240000000005,179853.18327,52465.7526514,417698.21,0,180066.61130019996,0,127399.7387354,75812.40999999999,133402.2,557839.0396384001,135614.2397886,0,0,18.25,1.8,-25.1,94.89,54,0,0,0,0,0,FALSE
2022-08-15,2022,33,12984368.64,10085871.43,2898497.21,162016.01,93729.165553,258275.34,101755.74834919999,31063.607345999997,57205.97416040001,224653.2678018,50566.6547296,755159.8200000001,0,208948.35185819998,0,106949.28671939998,88972.8274484,120716.8869834,688998.4998134,126564.623573,0,27,20.05,9.25,-25.1,94.89,54,0,0,0,0,0,FALSE
2022-08-22,2022,34,15237694.65,11815143.55,3422551.1,212682.34,135187.54,313174.71762440004,89579.54476319999,48092.415430600005,61825.86,225868.4728974,55764.0882562,795024.2,0,263712.9,0,105149.42489940001,140880.8372942,137449.86,668296.000795,165639.94947140003,0,19,18.792857142857144,21.15,-25.1,94.89,54,0,0,0,0,0,FALSE
2022-08-29,2022,35,15235468.45,12176832.49,3058635.96,182453.24,188241.02000000002,318867.038084,93992.31985719998,43095.87,57145.880000000005,172478.2026314,56557.0181154,1033192.49,0,354148.53,0,117747.26806860001,143718.93,134627.08,504474.8137944,128145.24516060001,0,20,15.885714285714286,0.7,-25.1,94.89,54,0,0,0,0,0,FALSE
2022-09-05,2022,36,13355695.379999999,10440574.91,2915120.4699999997,176713.78,172255.1,325823.8639964,93285.45999999999,71968.53136559998,66838.2367138,117654.2360908,53232.2865216,897029.9153672,0,301454.2,0,93474.81,223577.5685298,150332.781778,348782.2377552,143109.4107902,0,0,16.135714285714286,23.45,-32.1,96.12,54,0,0,0,0,0,FALSE
2022-09-12,2022,37,14023976.040000003,10876314.400000002,3147661.6399999997,159706.54,180840.71,201049.13,98979.91999999998,55880.65,60292.73,113218.3545974,58773.8157248,916611.8,0,327498.85000000003,0,136824.11000000002,176373.58,114229.37999999999,328880.4921566,132918.3119272,0,0,13.621428571428572,11.1,-32.1,96.12,54,0,0,0,0,0,FALSE
2022-09-19,2022,38,14111127.36,10913211.02,3197916.34,200875.91999999998,201655.1571522,151516.32,88781.7006194,57338.838505199994,49539.909999999996,109520.041303,65214.1886142,524450.3255094,0,392225.8334774,0,99511.00215059999,168769.5368086,109467.81999999999,341262.2829038,162224.31996059997,0,21,12.035714285714285,2.3000000000000003,-32.1,96.12,54,0,0,0,0,0,FALSE
2022-09-26,2022,39,13207518.830000002,10248238.39,2959280.4400000004,193316.72999999998,177779.0019158,117719.72,99898.11960300001,50756.66133139999,69318.51999999999,94464.0679114,64200.56965199999,403975.54000000004,0,389028.4904854,0,111695.41170100002,156292.1913502,145846.07,290730.8493166,176496.1610306,0,0,11.32857142857143,41.49999999999999,-32.1,96.12,54,0,0,0,0,0,FALSE
2022-10-03,2022,40,14010545.84,10959632.95,3050912.89,152826.69,118126.42000000001,114269.59,102431.74851240001,44159.799999999996,65976.83372299999,89151.58853039998,52083.049999999996,262302.79,0,213070.15,0,106788.5621546,131852.04,138206.3207322,264117.5422266,134174.15,0,27,12.907142857142857,4.3999999999999995,-37,97.17,54,0,0,0,0,0,FALSE
2022-10-10,2022,41,12224366.750000002,9498647.120000001,2725719.6300000004,172760.69,121304.74924120001,54283.47,84533.36,36188.170000000006,58880.58000000001,84368.6,58238.586841599994,598980.03,0,221456.9428496,0,101420.04000000001,121040.32,127644.42,233931.5,163286.17870760002,0,0,11.571428571428571,12.1,-37,97.17,54,0,0,0,0,0,FALSE
2022-10-17,2022,42,11905934.38,9307874.290000001,2598060.0900000003,154169.97,182503.34,245942.02,86089.62999999999,33552.43,75223.64,98434.76700759999,46353.027748399996,664373.8099999999,0,347028.71,0,100559.18,108036.89000000001,158212.43,279856.0897148,123274.7552098,0,37,10.871428571428572,12.85,-37,97.17,54,0,0,0,0,0,FALSE
2022-10-24,2022,43,13204420.57,10325869.49,2878551.08,188461.91999999998,155586.9566142,335823.57999999996,88989.32,42871.64,63552,179284.8123646,48164.63903699999,790926.9299999999,0,340465.47746019997,0,108696.15,126529.87,143434.02,469967.2056242,134184.2922922,0,0,13.014285714285714,9.8,-37,97.17,54,0,0,0,0,0,FALSE
2022-10-31,2022,44,13726799.600000001,10846376.670000002,2880422.9299999997,188563.93,160228.69714879998,359450.977253,112218.79341380001,62095.1914688,79038.47999999998,173537.3498432,65164.81335,1142344.0899999999,0,338433.7153032,0,131670.53619820002,188377.6451136,176597.98,502926.89795879996,161491.81865,0,20,10.878571428571428,9,-37,97.17,54,0,0,0,0,0,FALSE
2022-11-07,2022,45,14139942.309999999,10896820.629999999,3243121.6799999997,163457.88999999998,215072.33789479997,382478.97,78375.152478,45261.686016,91373.23937160001,215907.71899140003,62995.378823,1109314.29,0,430737.60340699996,0,99834.46443479999,128307.7382684,194120.91501399997,705232.1065468,156432.731584,0,0,11.792857142857144,6.050000000000001,-30.4,96.31,54,0,0,0,0,0,FALSE
2022-11-14,2022,46,12694402.379999999,10202724.85,2491677.5300000003,202167.82,239053.4384012,361779.51,91819.3271662,56766.96898320001,65838.81000000001,200794.5105408,61908.180196,1091278.6,0,434139.3016578,0,100559.416898,181490.6861934,140303.37,579175.7742172,147631.88333,0,0,5.885714285714286,2.75,-30.4,96.31,54,0,0,0,0,0,FALSE
2022-11-21,2022,47,31410767.58,24647514.61,6763252.970000001,251175.78,253902.93000000002,397793.94,78220.4247372,62683.98,322483.7144932,223452.74004080004,70624.2337508,956280.3899999999,0,463279.75999999995,0,88242.6951056,189540.56,698515.6221190001,607649.0306516,175490.26928839998,0,66,5.142857142857143,11.250000000000002,-30.4,96.31,54,0,0,0,0,0,FALSE
2022-11-28,2022,48,32338749.18,24374308.78,7964440.399999999,269280.24,258169.75454720002,336040.34425860003,98191.1552048,69807.79,286450.77,213684.40000000002,93058.79999999999,1050966.73,0,563603.7508174,0,116777.8284428,224343.85,537904.39,653396.4199999999,218433.00999999998,0,69,4.107142857142857,8.75,-30.4,96.31,54,0,0,0,0,0,FALSE
2022-12-05,2022,49,15384028.629999999,12034784.33,3349244.3,145920.28,273531.66403479996,285505.75,97864.5085842,55772.7092114,80649.676817,151498.21863299998,55367.71,1108739.73,0,530577.9961428,0,120909.43786420001,168766.82008540002,189111.401991,433031.1573834,148041.61,0,0,-0.02142857142857138,9.5,-28.9,95.71,54,0,0,0,0,0,FALSE
2022-12-12,2022,50,22191218.519999996,17216405.189999998,4974813.33,273102.42,177255.809948,294629.81,108057.2975646,69426.2727738,237876.4366348,122931.353141,86019.1039614,940555.8800000001,0,320018.752091,0,134079.7146536,240709.593422,506945.596377,374512.9850381999,203649.2587076,0,45,-2.707142857142857,5.5,-28.9,95.71,54,0,0,0,0,0,FALSE
2022-12-19,2022,51,16435261.440000001,12858365.41,3576896.0300000003,348664.63,209538.58,255550.01,97472.09999999999,67826.1,209897.738392,94885.67507819999,78822.7388752,585715.5800000001,0,427658.29,0,121906.74,228550.44,478189.7994335999,300746.0010092,180160.40655739998,0,49,3.4642857142857144,17.25,-28.9,95.71,54,0,0,0,0,1,FALSE
2022-12-26,2022,52,15782318.9,12466063.25,3316255.65,158367.13999999998,140873.2,128924.19,93610.00999999998,55292.829999999994,81140.2842816,85401.66,60070.56,481097.38,0,260673.75,0,109674.39000000001,167573.47999999998,176152.029398,260285.65000000002,148646.88999999998,0,23,6.0285714285714285,35.05,-28.9,95.71,54,0,0,0,0,1,FALSE
2023-01-02,2023,1,11636891.23,9402793.09,2234098.14,226085.06,135836.78999999998,106663.97999999998,99696.646409,46587.9682418,39489.6578924,70898.7714308,50830.205064,318062,0,232502.97,0,114250.99113899999,146206.7265854,83757.27775139999,186171.8287932,130580.3027274,0,0,5.671428571428572,48.650000000000006,-26.1,96.15,54,0,0,0,0,0,FALSE
2023-01-09,2023,2,11445147.27,9174800.53,2270346.7399999998,165385.72,124022.24201360001,103180.03,83795.4681126,47776.4436898,53306.61,65655.8392346,50464.2083024,305290.65,0,268833.096378,0,94790.27431040001,136376.3282082,121489.47,171151.22173159997,133710.737518,0,0,5.642857142857143,32.199999999999996,-26.1,96.15,54,0,0,0,0,0,FALSE
2023-01-16,2023,3,11701821.489999998,9381415.62,2320405.87,164164.33000000002,138749.74,175395.3456924,100557.9854046,31540.440000000002,68202.32,74457.62000000001,48346.5180944,415878.56883139996,0,239722.34999999998,0,120668.2643506,83655.37999999999,138747.33000000002,176716.05,128319.16209400001,0,23,1.6857142857142855,14.05,-26.1,96.15,54,0,0,0,0,0,FALSE
2023-01-23,2023,4,14376441.22,11280337.290000001,3096103.93,207110.33000000002,136523.9,253375.13,113300.0214704,25340.563657400002,78212.392731,82103.853542,54305.03,665884.19,0,281134.87,0,124810.52293859998,72430.83233420001,178551.06309200003,241811.347672,116251.51999999999,0,0,1.4214285714285717,2.35,-26.1,96.15,54,0,0,0,0,0,FALSE
2023-01-30,2023,5,14401536.26,11269370.49,3132165.77,151277.30000000002,153342.23,301004.38,78008.5842856,37317.43,74190.24419559998,90927.803027,59788.660176000005,1029762.3300000001,0,294306.32,0,86276.203021,103661.86,148999.753533,294104.8532382,142601.48331560002,0,0,2.5214285714285714,18.200000000000003,-26.1,96.15,54,0,0,0,0,0,FALSE
2023-02-06,2023,6,15921982.35,12263690.9,3658291.4499999997,174813.61,155411.78359620002,361328.676492,127957.43773199999,56796.20000000001,78831.01,101511.5801596,60434.25000000001,1045077.8999999999,0,272654.3211068,0,144426.2034166,189367.38999999998,160499.48,269848.14162540005,159147.93999999997,0,0,3.492857142857143,0.25,-25.1,97.03,54,0,0,0,0,0,FALSE
2023-02-13,2023,7,16296012.459999999,12437436.649999999,3858575.81,181568.93,191097.56000000003,423328.25,99616.47560179999,57650.40000000001,76205.0265586,204568.6807568,54265.32679400001,864851.55,0,377824.28,0,108989.8243936,164749.88,172974.89623960003,620017.3214058001,137711.74596,0,0,4.392857142857142,8.25,-25.1,97.03,54,0,0,0,0,0,FALSE
2023-02-20,2023,8,15981481.569999998,12218467.749999998,3763013.8200000003,206892.76,190679.7716454,227006.05,112647.62,51549.57,88217.8360944,182393.13999999998,63463.8550686,735462.75,0,377930.2693164,0,125563.37000000001,168861.07,183491.7308768,551387.12,162821.813418,0,0,3.814285714285714,14.45,-25.1,97.03,54,0,0,0,0,0,FALSE
2023-02-27,2023,9,15317678.040000001,12004340.64,3313337.4000000004,224605.24,137947.91523319998,143784.19,92798.89000000001,55104.700000000004,62244.340000000004,157087.01,58268.11017400001,368197.57,0,275541.34464819997,0,117892.41,160430.03999999998,123259.94,422436.95999999996,151848.04748719998,0,0,1.8928571428571428,0.5,-25.1,97.03,54,0,0,0,0,0,FALSE
2023-03-06,2023,10,16409614.690000001,12814279.64,3595335.05,186154.73,147241.4887096,80913.28,109121.07,47188.54,88732.18619220001,189926.793256,65767.577142,328021.61,0,360384.21338020003,0,147795.97,140485.62,194473.7752052,587939.7000668,188980.8044062,0,25,0.11428571428571424,12.05,-23.1,96.91,54,0,0,0,0,0,FALSE
2023-03-13,2023,11,15735364.120000001,12064699.76,3670664.3600000003,199523.66999999998,111533.63,70629.70999999999,106610.249093,38185.0837758,94789.68000000001,193436.89,68897.104337,236341.84000000003,0,221980.9,0,136292.5446694,113042.56337919999,193771.01,501562.11,196099.98779,0,0,5.15,23.500000000000004,-23.1,96.91,54,0,0,0,0,0,FALSE
2023-03-20,2023,12,15624207.219999999,12241460.74,3382746.4799999995,176440.86000000002,104805.6327324,84990.87,90688.01999999999,34677.8138976,97547.5719736,180605.4186904,59752.305271,203642.87999999998,0,190137.49768399997,0,94008.11,104287.33061280001,205025.1905692,466540.8525264,133145.9028502,0,0,6.7,23.25,-23.1,96.91,54,0,0,0,0,0,FALSE
2023-03-27,2023,13,15641861.38,12483403.05,3158458.33,163461.1,114186.0106336,158710.65,122734.61,28583.54,96663.85662939999,159924.98469559997,57512.9814734,501323.38,0,233777.6684344,0,153491.49000000002,88766.89000000001,219806.0123588,441665.7881348,137065.5059644,0,0,4.05,22.649999999999995,-23.1,96.91,54,0,0,0,0,0,FALSE
2023-04-03,2023,14,29344414.669999998,22831148.68,6513265.989999999,254238.94,140498.44999999998,225203.18,77957.2113504,35473.21,257631,135309.63,85687.999757,761162.0900000001,0,270263.52999999997,0,101965.3532864,106224.16,564981.1900000001,387535.28,210206.5164666,0,24,4.328571428571428,0.65,-18.2,97.13,54,1,0,0,0,0,FALSE
2023-04-10,2023,15,29907162.54,23131568.86,6775593.68,265167.41000000003,155885.77,266176.87,98084.4837334,47770.42,285246.89999999997,124162.82999999999,59329.2,987517.6200000001,0,331838.87000000005,0,107979.0944494,147783.91999999998,562009.48,326358.87,142203.51,0,48,7.521428571428571,25.2,-18.2,97.13,54,1,0,0,0,0,FALSE
2023-04-17,2023,16,28412076.979999997,22288064.74,6124012.24,480301.20999999996,180438.51207340002,400577.23,90381.15999999999,58376.296136599994,306639.93,157368.6303022,75200.03831999999,1087456.8314078,0,390058.1778108,0,103362.01,177691.8222458,613478.36,440194.536566,179373.29562259998,0,32,9.242857142857144,5.05,-18.2,97.13,54,0,0,0,0,0,FALSE
2023-04-24,2023,17,27539921.85,21707693.78,5832228.069999999,362169.26,190308.7912636,360401.68,93389.00496640001,63709.5474284,373004.4353524,195023.5918554,66016.4782104,1021329.2203551999,0,393727.18191979994,0,107494.135942,203181.35559600004,865707.0218802,617652.1037972001,193668.61372259998,0,32,6.9071428571428575,9.15,-18.2,97.13,54,0,0,0,0,0,FALSE
2023-05-01,2023,18,28308091.96,22324542.490000002,5983549.470000001,383660.23000000004,182683.91,330053.39191999997,88515.59,68943.35,265590.9352386,201990.3701774,75923.4262394,1037153.78,0,315677.3,0,102515.47,205132.85,552272.8109264,618547.4964242,208262.46681359998,0,0,7.807142857142857,1,-15.1,95.82,54,0,1,0,0,0,FALSE
2023-05-08,2023,19,23071954.810000002,18225321.71,4846633.1,434111.88,232685.9043402,323042.8677232,87639.24292359999,54581.679831,279138.09,206228.77999999997,90639.14000000001,961025.59,0,418722.55478559993,0,102688.1486668,160249.27656600002,566973.01,532433.71,235047.89999999997,0,0,12.65,0.30000000000000004,-15.1,95.82,54,0,0,0,0,0,FALSE
2023-05-15,2023,20,28839387.919999998,23003055.259999998,5836332.659999999,422004.9,161946.3805634,274765.1,90307.55230939998,61544.063789399996,277502.01,212982.0998126,84169.232444,815029.44,0,369996.2485794,0,109541.92643919999,198966.63347,586718.11,599385.4916674,216182.6641536,0,20,11.457142857142856,5.6,-15.1,95.82,54,0,0,1,0,0,FALSE
2023-05-22,2023,21,26369825.68,20395292.67,5974533.01,394988.28,208308.9770798,271902.3076008,91927.3425644,57620.7356242,317491.53501620004,168509.1243966,87840.25740239999,1343908.74,0,436536.9243844,0,106820.56832519999,172256.50238959998,660376.2358032,478514.1155122,215428.70078639998,0,0,13.057142857142855,5.6499999999999995,-15.1,95.82,54,0,0,0,0,0,FALSE
2023-05-29,2023,22,26886885.560000002,21314900.040000003,5571985.52,300553.22000000003,161899.75,372360.19,67600.8205928,82457.7332284,344971.4573318,196768.6877548,77935.5997238,1095132.67,0,305810.78,0,72572.3592306,236877.22559380002,745390.9692925999,579674.1072296,175559.6732036,0,0,13.492857142857144,0,-15.1,95.82,54,0,0,0,1,0,FALSE
